Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
66.0,60.0,1.0,76.0,9591.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,5.0,2004.0,2005.0,0.0,1.0,7.0,9.0,1.0,344.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,1143.0,1143.0,0.0,0.0,0.0,1.0,1143.0,1330.0,0.0,2473.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,2.0,3.0,2004.0,1.0,3.0,852.0,1.0,1.0,1.0,192.0,151.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,5.0,3.0,317000.0
83.0,20.0,1.0,78.0,10206.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,0.0,0.0,1.0,8.0,5.0,2007.0,2007.0,0.0,1.0,7.0,9.0,2.0,468.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,33.0,5.0,0.0,1530.0,1563.0,0.0,0.0,0.0,1.0,1563.0,0.0,0.0,1563.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,2007.0,1.0,3.0,758.0,1.0,1.0,1.0,144.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,5.0,3.0,245000.0
106.0,60.0,0.0,75.0,9375.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,0.0,0.0,2.0,8.0,5.0,2003.0,2004.0,1.0,1.0,7.0,9.0,1.0,768.0,1.0,1.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,1053.0,1053.0,0.0,0.0,0.0,1.0,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,9.0,5.0,1.0,2.0,1.0,2003.0,1.0,2.0,648.0,1.0,1.0,1.0,140.0,45.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,5.0,3.0,250000.0
136.0,20.0,1.0,80.0,10400.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.0,1.0,7.0,6.0,1970.0,1970.0,1.0,1.0,5.0,7.0,1.0,288.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,0.0,5.0,0.0,1304.0,1304.0,0.0,2.0,0.0,1.0,1682.0,0.0,0.0,1682.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,5.0,1.0,2.0,1.0,1970.0,2.0,2.0,530.0,1.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,5.0,3.0,174000.0
160.0,60.0,1.0,134.0,19378.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,7.0,5.0,2005.0,2006.0,0.0,1.0,7.0,9.0,1.0,456.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,57.0,5.0,0.0,1335.0,1392.0,0.0,0.0,0.0,1.0,1392.0,1070.0,0.0,2462.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,2.0,1.0,2006.0,1.0,2.0,576.0,1.0,1.0,1.0,239.0,132.0,0.0,168.0,0.0,0.0,0.0,3.0,2006.0,4.0,4.0,320000.0
174.0,20.0,1.0,80.0,10197.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,6.0,5.0,1961.0,1961.0,0.0,1.0,9.0,11.0,0.0,491.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,288.0,4.0,374.0,700.0,1362.0,0.0,3.0,0.0,1.0,1362.0,0.0,0.0,1362.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,4.0,1.0,1961.0,2.0,2.0,504.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,3.0,163000.0
189.0,90.0,1.0,64.0,7018.0,1.0,3.0,0.0,0.0,4.0,0.0,15.0,1.0,0.0,2.0,3.0,5.0,5.0,1979.0,1979.0,0.0,1.0,5.0,7.0,2.0,275.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1086.0,5.0,0.0,0.0,1086.0,0.0,3.0,0.0,1.0,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,5.0,2.0,4.0,5.0,1979.0,2.0,2.0,528.0,1.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,5.0,1.0,153337.0
216.0,20.0,1.0,72.0,10011.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,5.0,6.0,1957.0,1996.0,0.0,1.0,3.0,3.0,1.0,64.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,360.0,5.0,0.0,710.0,1070.0,0.0,3.0,0.0,1.0,1236.0,0.0,0.0,1236.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1957.0,2.0,1.0,447.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,5.0,3.0,134450.0
252.0,120.0,2.0,44.0,4750.0,1.0,0.0,1.0,0.0,4.0,1.0,4.0,2.0,0.0,4.0,1.0,8.0,5.0,2006.0,2007.0,1.0,1.0,7.0,9.0,2.0,481.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1573.0,5.0,0.0,0.0,1573.0,0.0,0.0,0.0,1.0,1625.0,0.0,0.0,1625.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,2006.0,0.0,2.0,538.0,1.0,1.0,1.0,123.0,0.0,0.0,0.0,153.0,0.0,0.0,12.0,2007.0,5.0,2.0,235000.0
263.0,80.0,1.0,88.0,8471.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,4.0,6.0,7.0,1977.0,1995.0,0.0,1.0,3.0,7.0,1.0,46.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,506.0,5.0,0.0,0.0,506.0,0.0,3.0,0.0,1.0,1212.0,0.0,0.0,1212.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,5.0,1.0,4.0,1.0,1978.0,2.0,2.0,492.0,1.0,1.0,1.0,292.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,5.0,3.0,151000.0
295.0,20.0,1.0,80.0,9600.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,1.0,6.0,5.0,1953.0,1953.0,1.0,1.0,3.0,3.0,2.0,238.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1285.0,5.0,0.0,131.0,1416.0,0.0,3.0,0.0,1.0,1644.0,0.0,0.0,1644.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,7.0,5.0,2.0,2.0,1.0,1953.0,0.0,2.0,418.0,1.0,1.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,5.0,3.0,167000.0
319.0,60.0,1.0,90.0,9900.0,1.0,3.0,2.0,0.0,4.0,1.0,10.0,2.0,0.0,0.0,2.0,7.0,5.0,1993.0,1993.0,0.0,1.0,3.0,3.0,1.0,256.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,987.0,5.0,0.0,360.0,1347.0,0.0,0.0,0.0,1.0,1372.0,1274.0,0.0,2646.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,4.0,1.0,1993.0,1.0,3.0,656.0,1.0,1.0,1.0,340.0,60.0,144.0,0.0,0.0,0.0,0.0,4.0,2009.0,5.0,3.0,260000.0
351.0,120.0,1.0,68.0,7820.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,4.0,1.0,9.0,5.0,2007.0,2007.0,1.0,1.0,4.0,5.0,1.0,362.0,0.0,1.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,1869.0,1869.0,0.0,0.0,0.0,1.0,1869.0,0.0,0.0,1869.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,2.0,1.0,2007.0,1.0,2.0,617.0,1.0,1.0,1.0,210.0,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,4.0,4.0,318061.0
110.0,20.0,1.0,105.0,11751.0,1.0,0.0,3.0,0.0,4.0,0.0,9.0,2.0,0.0,0.0,1.0,6.0,6.0,1977.0,1977.0,1.0,1.0,5.0,7.0,1.0,480.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,705.0,5.0,0.0,1139.0,1844.0,0.0,0.0,0.0,1.0,1844.0,0.0,0.0,1844.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,7.0,5.0,1.0,4.0,1.0,1977.0,1.0,2.0,546.0,1.0,1.0,1.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,0.0,3.0,190000.0
168.0,60.0,1.0,86.0,10562.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,5.0,2007.0,2007.0,0.0,1.0,7.0,9.0,2.0,300.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,1288.0,5.0,0.0,294.0,1582.0,0.0,0.0,0.0,1.0,1610.0,551.0,0.0,2161.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,8.0,5.0,1.0,2.0,1.0,2007.0,0.0,3.0,789.0,1.0,1.0,1.0,178.0,120.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,4.0,4.0,325624.0
230.0,120.0,1.0,43.0,3182.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,5.0,2005.0,2006.0,0.0,1.0,7.0,9.0,1.0,16.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,16.0,5.0,0.0,1357.0,1373.0,0.0,0.0,0.0,1.0,1555.0,0.0,0.0,1555.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,5.0,1.0,4.0,1.0,2005.0,0.0,2.0,430.0,1.0,1.0,1.0,143.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,5.0,3.0,192500.0
258.0,20.0,1.0,68.0,8814.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,5.0,2006.0,2006.0,0.0,1.0,7.0,9.0,2.0,180.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1334.0,5.0,0.0,270.0,1604.0,0.0,0.0,0.0,1.0,1604.0,0.0,0.0,1604.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,5.0,1.0,2.0,1.0,2006.0,1.0,2.0,660.0,1.0,1.0,1.0,123.0,110.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,5.0,0.0,220000.0
280.0,60.0,1.0,83.0,10005.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,5.0,1977.0,1977.0,1.0,1.0,5.0,7.0,1.0,299.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,392.0,5.0,0.0,768.0,1160.0,0.0,0.0,0.0,1.0,1156.0,866.0,0.0,2022.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,8.0,5.0,1.0,4.0,1.0,1977.0,0.0,2.0,505.0,1.0,1.0,1.0,288.0,117.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,5.0,3.0,192000.0
350.0,60.0,1.0,56.0,20431.0,1.0,1.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,9.0,5.0,2005.0,2006.0,1.0,1.0,2.0,2.0,1.0,870.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1410.0,5.0,0.0,438.0,1848.0,0.0,0.0,0.0,1.0,1848.0,880.0,0.0,2728.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,10.0,5.0,2.0,0.0,1.0,2006.0,0.0,3.0,706.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,4.0,4.0,437154.0
46.0,120.0,1.0,61.0,7658.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,4.0,1.0,9.0,5.0,2005.0,2005.0,1.0,1.0,4.0,5.0,1.0,412.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,456.0,5.0,0.0,1296.0,1752.0,0.0,0.0,0.0,1.0,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,2.0,1.0,2005.0,1.0,2.0,576.0,1.0,1.0,1.0,196.0,82.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,5.0,3.0,319900.0
73.0,60.0,1.0,74.0,10141.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,7.0,5.0,1998.0,1998.0,0.0,1.0,7.0,9.0,1.0,40.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,832.0,832.0,0.0,2.0,0.0,1.0,885.0,833.0,0.0,1718.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,5.0,1.0,4.0,1.0,1998.0,0.0,2.0,427.0,1.0,1.0,1.0,0.0,94.0,0.0,0.0,291.0,0.0,0.0,12.0,2009.0,5.0,3.0,185000.0
113.0,60.0,1.0,77.0,9965.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,5.0,2007.0,2007.0,0.0,1.0,7.0,9.0,2.0,220.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,984.0,5.0,0.0,280.0,1264.0,0.0,0.0,0.0,1.0,1282.0,1414.0,0.0,2696.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,10.0,5.0,1.0,2.0,3.0,2007.0,0.0,3.0,792.0,1.0,1.0,1.0,120.0,184.0,0.0,0.0,168.0,0.0,0.0,10.0,2007.0,4.0,4.0,383970.0
179.0,20.0,1.0,63.0,17423.0,1.0,0.0,3.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,1.0,9.0,5.0,2008.0,2009.0,1.0,1.0,7.0,9.0,2.0,748.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,1904.0,5.0,0.0,312.0,2216.0,0.0,0.0,0.0,1.0,2234.0,0.0,0.0,2234.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,9.0,5.0,1.0,2.0,1.0,2009.0,0.0,3.0,1166.0,1.0,1.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,4.0,4.0,501837.0
307.0,60.0,1.0,116.0,13474.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,1.0,0.0,0.0,2.0,7.0,5.0,1990.0,1991.0,0.0,1.0,3.0,7.0,1.0,246.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,700.0,5.0,0.0,0.0,700.0,0.0,2.0,0.0,1.0,1122.0,1121.0,0.0,2243.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,5.0,1.0,4.0,1.0,1990.0,1.0,3.0,746.0,1.0,1.0,1.0,127.0,44.0,224.0,0.0,0.0,0.0,0.0,6.0,2007.0,5.0,3.0,225000.0
344.0,120.0,1.0,63.0,8849.0,1.0,0.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,4.0,1.0,9.0,5.0,2005.0,2005.0,1.0,1.0,4.0,5.0,1.0,616.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,28.0,5.0,0.0,1656.0,1684.0,0.0,0.0,0.0,1.0,1684.0,0.0,0.0,1684.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,5.0,1.0,0.0,1.0,2005.0,1.0,2.0,564.0,1.0,1.0,1.0,495.0,72.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,5.0,3.0,266000.0
14.0,20.0,1.0,91.0,10652.0,1.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,7.0,5.0,2006.0,2007.0,0.0,1.0,7.0,9.0,2.0,306.0,1.0,1.0,2.0,2.0,2.0,0.0,5.0,0.0,5.0,0.0,1494.0,1494.0,0.0,0.0,0.0,1.0,1494.0,0.0,0.0,1494.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,2.0,1.0,2006.0,1.0,3.0,840.0,1.0,1.0,1.0,160.0,33.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,4.0,4.0,279500.0
26.0,20.0,1.0,110.0,14230.0,1.0,3.0,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,1.0,8.0,5.0,2007.0,2007.0,0.0,1.0,7.0,9.0,2.0,640.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,1566.0,1566.0,0.0,0.0,0.0,1.0,1600.0,0.0,0.0,1600.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,5.0,1.0,2.0,1.0,2007.0,1.0,3.0,890.0,1.0,1.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,5.0,3.0,256300.0
36.0,60.0,1.0,108.0,13418.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,5.0,2004.0,2005.0,0.0,1.0,7.0,9.0,2.0,132.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,1117.0,1117.0,0.0,0.0,0.0,1.0,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,9.0,5.0,1.0,2.0,3.0,2004.0,0.0,3.0,691.0,1.0,1.0,1.0,113.0,32.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,5.0,3.0,309000.0
152.0,20.0,1.0,107.0,13891.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,1.0,8.0,5.0,2007.0,2008.0,1.0,1.0,7.0,9.0,2.0,436.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1400.0,5.0,0.0,310.0,1710.0,0.0,0.0,0.0,1.0,1710.0,0.0,0.0,1710.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,5.0,1.0,2.0,1.0,2007.0,1.0,3.0,866.0,1.0,1.0,1.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,4.0,4.0,372402.0
158.0,60.0,1.0,92.0,12003.0,1.0,3.0,3.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,2.0,8.0,5.0,2009.0,2010.0,0.0,1.0,7.0,9.0,1.0,84.0,1.0,1.0,2.0,0.0,2.0,3.0,5.0,0.0,5.0,0.0,774.0,774.0,0.0,0.0,0.0,1.0,774.0,1194.0,0.0,1968.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,8.0,5.0,1.0,2.0,3.0,2009.0,0.0,3.0,680.0,1.0,1.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,4.0,4.0,269500.0
